tmdbId,title,combined_features
125052,Hurricane Streets (1997),theft smuggling prison new mexico brendansextoniii antoinemclean mtumegant morganj.freeman drama
45153,Eve's Bayou (1997),woman doctor louisiana two word title jurneesmollett meagangood lynnwhitfield kasilemmons drama
10871,Switchback (1997),african american framed for murder villain car accident claudiastedelin iannelson brenthinkley jebstuart crime mystery thriller
14398,Gang Related (1997),pig bacon creamy legs thin legs jimbelushi tupacshakur lelarochon jimkouf crime
10890,Stripes (1981),comedy war
99002,Nenette and Boni (Nénette et Boni) (1996),male rear nudity male masturbation pubic hair school grégoirecolin alicehouri jacquesnolot clairedenis drama
1281,Bean (1997),california los angeles california 1990s surname as title rowanatkinson petermacnicol johnmills rowanatkinson comedy
32332,Hugo Pool (1997),lou gehrig's disease victim spanish music dancing alyssamilano markboonejunior malcolmmcdowell robertdowneysr. romance
9770,Mad City (1997),hostage museum natural history museum news reporter johntravolta dustinhoffman miakirshner tommatthews action drama
12616,One Night Stand (1997),female nudity breast interracial sex black man white woman romance wesleysnipes nastassjakinski kylemaclachlan mikefiggis drama
34838,"Tango Lesson, The (1997)",tango dance model filmmaker sallypotter morganemaugran géraldinemaillet sallypotter romance
14905,Welcome to Sarajevo (1997),journalist sarajevo orphanage england stephendillane woodyharrelson marisatomei michaelwinterbottom drama war
14583,Deceiver (1997),murder violence textile company secret timroth chrispenn michaelrooker joshpate crime drama thriller
11975,"Rainmaker, The (1997)",lawyer insurance company courtroom courtroom drama mattdamon dannydevito clairedanes johngrisham drama
4995,Boogie Nights (1997),porn industry 1970s adult entertainment industry adult filmmaking luisguzmán burtreynolds juliannemoore paulthomasanderson drama
9281,Witness (1985),drama romance thriller
45928,Incognito (1997),frame up art rembrandt one word title jasonpatric irènejacob thomaslockyer johnbadham crime thriller
563,Starship Troopers (1997),space war giant insect future war space travel caspervandien dinameyer deniserichards edwardneumeier action sci-fi
61337,Critical Care (1997),hospital half sister latex gloves medicine jamesspader kyrasedgwick helenmirren richarddooling comedy drama
19931,"Joy Luck Club, The (1993)",chopsticks the eating utensil mother murders own child subtitled scene sacrifice kieuchinh tsaichin francenuyen amytan drama romance
31535,Chairman of the Board (1998),bare chested male public nudity elderly woman embarrassing nudity scott'carrottop'thompson courtneythorne-smith larrymiller alfredoseptién comedy
10215,Sliding Doors (1998),multiple outcomes twist of fate serendipity parallel time gwynethpaltrow johnhannah johnlynch peterhowitt drama romance
9823,Mortal Kombat: Annihilation (1997),based on video game so bad it's good warrior emperor robinshou talisasoto jamesremar edboon action adventure fantasy
37165,"Truman Show, The (1998)",hidden camera simulated reality fictional reality show controlled environment jimcarrey lauralinney noahemmerich andrewniccol comedy drama sci-fi
45609,"Wings of the Dove, The (1997)",based on novel italy horse drawn carriage pubic hair helenabonhamcarter linusroache alexjennings henryjames drama romance
38904,Mrs. Dalloway (1997),england love friendship between girls female friendship vanessaredgrave nataschamcelhone michaelkitchen eileenatkins drama romance
45565,"I Love You, I Love You Not (1996)",concentration camp reading jewish nightmare jeannemoreau clairedanes judelaw billyhopkins drama romance
9407,Red Corner (1997),topless female nudity female full rear nudity assassination attempt china richardgere bailing bradleywhitford robertking crime thriller
4824,"Jackal, The (1997)",mariachi band scantily clad female bikini man kills a woman brucewillis richardgere sidneypoitier kennethross action thriller
9444,Anastasia (1997),romanov russian revolution russia amnesia megryan johncusack kelseygrammer garygoldman adventure animation children drama musical
9414,"Man Who Knew Too Little, The (1997)",mistaken identity animated title sequence spy spoof hitman billmurray petergallagher joannewhalley robertfarrar comedy crime thriller
8078,Alien: Resurrection (1997),pregnant alien alien ellen ripley character female android sigourneyweaver winonaryder dominiquepinon dano'bannon action horror sci-fi
29938,Alien Escape (1995),alien sex female nudity gailthackray bernievandeyacht heatherford scottharris horror sci-fi
11831,Amistad (1997),ship slave ship escape from slavery male full frontal nudity morganfreeman nigelhawthorne anthonyhopkins davidfranzoni drama mystery
2895,"Apostle, The (1997)",southern gothic preacher louisiana texas toddallen paulbagget lenorebanks robertduvall drama
39177,Artemisia (1997),male frontal nudity f rated male pubic hair pubic hair michelserrault valentinacervi predrag'miki'manojlovic agnèsmerlet drama
19601,Bent (1997),year 1944 year 1934 360 degree well camera shot reference to cologne mickjagger cliveowen brianwebber martinsherman drama war
124606,Bang (1995),bare chested male bondage handcuffed man bound and gagged gun in mouth darlingnarita petergreene michaelnewland ashbaron-cohen crime drama
42832,"Boys, Les (1997)",male full frontal nudity hockey movie canada alcohol marcmessier rémygirard patrickhuard louissaia comedy
22797,"Butcher Boy, The (1997)",paranoia vision alcoholic childhood eamonnowens seanmcginley petergowen patmccabe comedy drama
2639,Deconstructing Harry (1997),lucifer morningstar character death character whoremonger man wears eyeglasses judydavis julialouis-dreyfus stephanierothhaberle woodyallen comedy drama
9574,Flubber (1997),bare back professor flubber wedding robinwilliams marciagayharden christophermcdonald samuelw.taylor children comedy fantasy
10371,For Richer or Poorer (1997),love husband wife estrangement husband wife relationship fish out of water timallen kirstiealley jayo.sanders janahowington comedy
489,Good Will Hunting (1997),professor genius friend mathematical genius mattdamon benaffleck stellanskarsgård mattdamon drama romance
167738,Guy (1997),following subjective camera fictional reality show documentary filmmaking vincentd'onofrio hopedavis kimberriddle kirbydick drama
293820,Tar (1996),urban setting friendship kevinthigpen nicoleprescott sethgilliam goetzgrossmann drama
9714,Home Alone 3 (1997),airport chicken pox actor shares first name with character silicon valley california alexd.linz olekkrupa ryakihlstedt johnhughes children comedy
102406,Ill Gotten Gains (1997),slave revolt slave trade ship djimonhounsou akosuabusia de'aundrebonds joelb.marsden drama
531591,Legal Deceit (1997),murder f rated hostage african american lelarochon jeffreydeanmorgan philmorris monikaharris thriller
8197,Midnight in the Garden of Good and Evil (1997),homosexual murder trial murder trial johncusack kevinspacey jackthompson johnberendt crime drama mystery
6283,Mouse Hunt (1997),mouse factory restaurant string factory nathanlane leeevans vickilewis adamrifkin children comedy
279698,Never Met Picasso (1996),gay love triangle homosexuality homosexual alexisarquette georgiaragsdale margotkidder stephenkijak romance
49728,Office Killer (1997),getting away with murder title directed by female slasher workplace romance carolkane mollyringwald jeannetripplehorn elisemacadam thriller
64562,"Other Voices, Other Rooms (1995)",coming of age cousin cousin relationship unrequited love southern belle lothairebluteau annathomson davidspeck trumancapote drama
4233,Scream 2 (1997),villain satire self referential evil woman jadapinkettsmith omarepps paulettepatterson kevinwilliamson comedy horror mystery thriller
191874,Stranger in the House (1997),double barreled shotgun basement bed and breakfast house by a lake michelegreene brucedinsmore steverailsback williamhoy thriller
10217,"Sweet Hereafter, The (1997)",slut shaming lawyer community school bus ianholm caerthanbanks sarahpolley russellbanks drama
438108,Time Tracers (1995),psychotronic film dinosaur time travel rockypatterson tjmyers tylermason bretmccormick action adventure sci-fi
597,Titanic (1997),iceberg sailor's death wet wetness leonardodicaprio katewinslet billyzane jamescameron drama romance
714,Tomorrow Never Dies (1997),megalomaniac official james bond series 007 media tycoon piercebrosnan jonathanpryce michelleyeoh brucefeirstein action adventure thriller
52537,Twisted (1996),drag queen undercover cop male dancer male brothel rayaranha keivynmcneillgrayes eliseballard sethmichaeldonsky comedy drama
12799,Full Speed (À toute vitesse) (1996),gay cruising gay club gay kiss gay slur élodiebouchez stéphanerideau pascalcervo gaëlmorel drama
62394,"Education of Little Tree, The (1997)",imposter white supremacy store great depression jamescromwell tantoocardinal josephashton forrestcarter drama
9922,"Postman, The (1997)",year 2043 year 2013 woman worst picture razzie winner kevincostner willpatton larenztate davidbrin action adventure drama sci-fi
547,"Horse Whisperer, The (1998)",horse horse trainer rider horse relationship mother daughter relationship robertredford kristinscottthomas samneill nickevans drama romance
25994,"Winter Guest, The (1997)",tights f rated australia widow phyllidalaw emmathompson sheilareid sharmanmacdonald drama
184,Jackie Brown (1997),money gun flight attendant gun dealer pamgrier samuell.jackson robertforster quentintarantino crime drama thriller
9746,Kundun (1997),tibet dalai lama tibetan slaughter tenzinthuthobtsarong gyurmetethong tulkujamyangkungatenzin melissamathison drama
9438,Mr. Magoo (1997),based on cartoon slapstick comedy bloopers during credits fishing leslienielsen kellylynch mattkeeslar patproft comedy
115,"Big Lebowski, The (1998)",rug nihilism pornographer bowling alley jeffbridges johngoodman juliannemoore ethancoen comedy crime
26941,Afterglow (1997),sex in a bathtub ex soldier watching television wisecrack humor nicknolte juliechristie laraflynnboyle alanrudolph drama romance
27103,My Life in Pink (Ma vie en rose) (1997),boy dressed as a girl gender cake watching tv michèlelaroque jean-philippeécoffey hélènevincent alainberliner comedy drama
9410,Great Expectations (1998),estella character love gulf coast florida ethanhawke gwynethpaltrow hankazaria charlesdickens drama romance
32302,3 Ninjas: High Noon On Mega Mountain (1998),hostile takeover machine gun die hard scenario disguised as a nun hulkhogan lonianderson jimvarney seanmcnamara action children comedy
216794,Men of Means (1999),pointing a gun at someone profanity envelope of money threat michaelparé kaeladobkin raymondserra georgemendeluk action drama
88863,Caught Up (1998),diamond jamaican betrayal murder bokeemwoodbine damonsaleem cyndawilliams darinscott crime
154821,Arguing the World (1998),intellectual neoconservative radicalism politics danielbell nathanglazer irvinghowe josephdorman documentary
41417,Firestorm (1998),parachute firestorm wyoming disguise howielong scottglenn williamforsythe deansemler action adventure thriller
12538,Senseless (1998),male rear nudity one word title public nudity sperm sample marlonwayans braddourif estherscott gregerb comedy
